Ad Account ID,Ad Account Name,Inicio del informe,Fin del informe,Nombre de la campaña,Alcance,Impresiones,Comentarios de la publicación,Conversaciones con mensajes iniciadas,Clics (todos),Búsquedas,Visitas a la página de destino,Visualizaciones de contenido,Artículos agregados al carrito,Pagos iniciados,Compras,Valor de conversión de compras,Importe gastado (ARS)
"2,73E+19",Meta Ads,21/7/22,21/7/22, Mensajes - Whatsapp,2609,3062,3,8,140,,2,45,1,,,,815
"2,73E+19",Meta Ads,21/7/22,21/7/22, CONV - Smart,3326,3513,,,120,,23,69,,,1,9.941,287
"2,73E+19",Meta Ads,22/7/22,22/7/22, TFCO,46760,48540,1,,1614,1,612,68,1,1,,,1.937
"2,73E+19",Meta Ads,22/7/22,22/7/22, TFCO - DPA,46424,52269,1,,966,3,560,46,1,,,,1.538
"2,73E+19",Meta Ads,22/7/22,22/7/22, DPA - ventas,3830,5411,1,,117,1,45,129,33,10,3,33.536,1.460
"2,73E+19",Meta Ads,22/7/22,22/7/22, Mensajes - Whatsapp,2790,3472,1,6,133,2,2,46,5,2,1,15.180,844
"2,73E+19",Meta Ads,22/7/22,22/7/22, CONV - Smart,2583,2752,,,101,,22,72,,3,2,11.756,291
"2,73E+19",Meta Ads,23/7/22,23/7/22, TFCO,47009,50323,1,,1639,,648,52,,,,,1.960
"2,73E+19",Meta Ads,23/7/22,23/7/22, TFCO - DPA,44344,49062,1,,934,1,501,62,3,1,,,1.563
"2,73E+19",Meta Ads,23/7/22,23/7/22, DPA - ventas,3996,5502,1,,176,1,72,130,12,3,,,1.516
"2,73E+19",Meta Ads,23/7/22,23/7/22, Mensajes - Whatsapp,2267,2567,,7,101,,3,11,,,,,485
"2,73E+19",Meta Ads,23/7/22,23/7/22, CONV - Smart,3348,3513,,,141,,31,63,3,1,,,295
"2,73E+19",Meta Ads,24/7/22,24/7/22, TFCO,42128,44520,,,1702,3,664,67,,,,,2.162
"2,73E+19",Meta Ads,24/7/22,24/7/22, TFCO - DPA,47088,52759,2,,1075,,586,58,3,,,,1.716
"2,73E+19",Meta Ads,24/7/22,24/7/22, DPA - ventas,6214,8256,,,199,5,84,120,10,6,,,1.595
"2,73E+19",Meta Ads,24/7/22,24/7/22, CONV - Smart,4744,4964,,,185,,48,89,2,,,,322
"2,73E+19",Meta Ads,24/7/22,24/7/22, Mensajes - Whatsapp,0,0,,,0,2,,6,,,,,0
"2,73E+19",Meta Ads,25/7/22,25/7/22, TFCO,62464,65302,1,,1732,,701,76,4,,,,2.061
"2,73E+19",Meta Ads,25/7/22,25/7/22, TFCO - DPA,49631,55655,2,,1071,1,619,73,6,1,,,1.649
"2,73E+19",Meta Ads,25/7/22,25/7/22, DPA - ventas,5328,7068,,,210,4,77,116,17,9,4,19.206,1.548
"2,73E+19",Meta Ads,25/7/22,25/7/22, Mensajes - Whatsapp,2704,3275,1,3,160,,2,24,,,,,871
"2,73E+19",Meta Ads,25/7/22,25/7/22, CONV - Smart,4176,4428,,,175,,34,96,2,2,,,309
"2,73E+19",Meta Ads,26/7/22,26/7/22, TFCO,55105,57754,1,,1615,,646,90,9,1,,,1.989
"2,73E+19",Meta Ads,26/7/22,26/7/22, DPA - ventas,5704,7886,,,182,4,75,140,17,5,2,15.615,1.678
"2,73E+19",Meta Ads,26/7/22,26/7/22, TFCO - DPA,45912,51804,1,,1008,,549,66,2,,,,1.589
"2,73E+19",Meta Ads,26/7/22,26/7/22, Mensajes - Whatsapp,4833,5647,,7,219,2,4,71,18,3,1,14.927,825
"2,73E+19",Meta Ads,26/7/22,26/7/22, CONV - Smart,2958,3182,,,97,,37,57,3,,,,298
"2,73E+19",Meta Ads,27/7/22,27/7/22, TFCO,54416,59130,1,,1598,,595,54,,,,,1.960
"2,73E+19",Meta Ads,27/7/22,27/7/22, DPA - ventas,5864,7965,,,200,3,66,159,25,15,5,40.239,1.746
"2,73E+19",Meta Ads,27/7/22,27/7/22, TFCO - DPA,48352,55693,,,1037,,578,107,7,4,1,12.480,1.567
"2,73E+19",Meta Ads,27/7/22,27/7/22, Mensajes - Whatsapp,5028,5984,,11,219,,4,65,3,1,,,841
"2,73E+19",Meta Ads,27/7/22,27/7/22, CONV - Smart,2577,2774,,,128,,30,89,8,1,2,24.424,293
"2,73E+19",Meta Ads,28/7/22,28/7/22, TFCO - DPA,4397,4469,,,40,,28,6,,,,,320
"2,73E+19",Meta Ads,28/7/22,28/7/22, TFCO,3955,3966,,,118,,44,7,,,,,302
"2,73E+19",Meta Ads,28/7/22,28/7/22, DPA - ventas,663,702,,,4,,2,31,,,,,142
"2,73E+19",Meta Ads,28/7/22,28/7/22, CONV - Smart,192,194,,,9,,2,17,5,3,1,4.099,20
"2,73E+19",Meta Ads,28/7/22,28/7/22, Mensajes - Whatsapp,0,0,,,0,,,6,,,,,0
"2,73E+19",Meta Ads,29/7/22,29/7/22, TFCO,46392,47666,2,,1511,1,563,67,,,,,2.350
"2,73E+19",Meta Ads,29/7/22,29/7/22, DPA - ventas,7814,10095,,,242,,89,125,26,11,3,33.057,2.090
"2,73E+19",Meta Ads,29/7/22,29/7/22, TFCO - DPA,45736,51129,3,,1020,,528,69,2,,,,1.874
"2,73E+19",Meta Ads,29/7/22,29/7/22, Mensajes - Whatsapp,4338,4944,1,6,204,,3,62,,,,,829
"2,73E+19",Meta Ads,29/7/22,29/7/22, CONV - Smart,3188,3336,,,142,,38,68,3,,,,347
"2,73E+19",Meta Ads,30/7/22,30/7/22, TFCO,49712,52802,1,,1708,,618,70,,,,,2.346
"2,73E+19",Meta Ads,30/7/22,30/7/22, DPA - ventas,8566,10029,,,241,2,83,160,15,6,,,2.092
"2,73E+19",Meta Ads,30/7/22,30/7/22, TFCO - DPA,50048,52246,1,,987,2,551,32,,,,,1.874
"2,73E+19",Meta Ads,30/7/22,30/7/22, CONV - Smart,3413,3519,,,128,,37,61,1,,,,349
"2,73E+19",Meta Ads,30/7/22,30/7/22, Mensajes - Whatsapp,213,238,,,5,,,54,15,,,,104
"2,73E+19",Meta Ads,31/7/22,31/7/22, TFCO,23792,24681,,,868,,341,30,,,,,1.017
"2,73E+19",Meta Ads,31/7/22,31/7/22, DPA - ventas,3183,3686,,,90,1,31,91,11,5,1,4.160,958
"2,73E+19",Meta Ads,31/7/22,31/7/22, TFCO - DPA,23240,23724,,,505,,285,38,2,,,,813
"2,73E+19",Meta Ads,31/7/22,31/7/22, CONV - Smart,1171,1218,,,57,,20,32,,2,,,156
"2,73E+19",Meta Ads,31/7/22,31/7/22, Mensajes - Whatsapp,0,0,,,0,,,1,,,,,0
"2,73E+19",Meta Ads,1/8/22,1/8/22, TFCO,90352,92728,,,1863,,750,43,,,,,2.042
"2,73E+19",Meta Ads,1/8/22,1/8/22, DPA - ventas,7168,9556,,,217,1,85,194,30,9,6,39.412,1.904
"2,73E+19",Meta Ads,1/8/22,1/8/22, TFCO - DPA,79807,86057,2,,1280,,709,49,,,,,1.668
"2,73E+19",Meta Ads,1/8/22,1/8/22, Mensajes - Whatsapp,4618,5161,,5,155,,4,19,,,,,859
"2,73E+19",Meta Ads,1/8/22,1/8/22, CONV - Smart,3284,3510,,,143,1,28,54,4,1,,,303
"2,73E+19",Meta Ads,2/8/22,2/8/22, TFCO,92562,94867,2,,2108,1,824,67,,,,,2.229
"2,73E+19",Meta Ads,2/8/22,2/8/22, DPA - ventas,10364,12321,,,272,1,89,184,34,4,2,20.855,1.983
"2,73E+19",Meta Ads,2/8/22,2/8/22, TFCO - DPA,78864,83562,2,,1273,,717,72,1,1,,,1.783
"2,73E+19",Meta Ads,2/8/22,2/8/22, Mensajes - Whatsapp,2983,3217,,3,108,,1,8,,,,,369
"2,73E+19",Meta Ads,2/8/22,2/8/22, CONV - Smart,3345,3461,,,164,1,39,94,7,5,,,336
"2,73E+19",Meta Ads,3/8/22,3/8/22, DPA - ventas,3186,4030,,,114,1,43,108,14,4,2,7.531,875
"2,73E+19",Meta Ads,3/8/22,3/8/22, TFCO,31817,33068,1,,910,7,345,32,,,,,871
"2,73E+19",Meta Ads,3/8/22,3/8/22, TFCO - DPA,26720,28081,,,488,,283,31,,,,,664
"2,73E+19",Meta Ads,3/8/22,3/8/22, Mensajes - Whatsapp,3263,3577,1,7,133,,5,18,1,,,,488
"2,73E+19",Meta Ads,3/8/22,3/8/22, CONV - Smart,1329,1401,,,69,2,16,89,22,3,2,30.060,162
"2,73E+19",Meta Ads,4/8/22,4/8/22, DPA - ventas,7534,10224,1,,260,7,113,203,40,14,5,43.277,2.106
"2,73E+19",Meta Ads,4/8/22,4/8/22, TFCO,66992,67927,,,1839,2,698,76,,,,,2.105
"2,73E+19",Meta Ads,4/8/22,4/8/22, TFCO - DPA,57618,61854,2,,1132,1,638,46,,,,,1.639
"2,73E+19",Meta Ads,4/8/22,4/8/22, Mensajes - Whatsapp,3466,3987,,5,147,,1,6,,,,,807
"2,73E+19",Meta Ads,4/8/22,4/8/22, CONV - Smart,2936,3252,,,116,5,29,81,4,2,,,348
"2,73E+19",Meta Ads,5/8/22,5/8/22, TFCO,59504,61221,,,1530,1,597,70,6,1,,,2.097
"2,73E+19",Meta Ads,5/8/22,5/8/22, DPA - ventas,6293,8888,,,209,1,82,195,22,7,1,5.355,2.079
"2,73E+19",Meta Ads,5/8/22,5/8/22, TFCO - DPA,51455,53906,1,,1078,1,609,54,4,1,,,1.632
"2,73E+19",Meta Ads,5/8/22,5/8/22, Mensajes - Whatsapp,3195,3570,1,5,110,,2,15,1,,,,770
"2,73E+19",Meta Ads,5/8/22,5/8/22, CONV - Smart,2303,2485,,,101,,35,75,3,3,1,13.072,350
"2,73E+19",Meta Ads,6/8/22,6/8/22, TFCO,55584,57334,,,1634,1,624,91,3,,1,12.840,2.114
"2,73E+19",Meta Ads,6/8/22,6/8/22, DPA - ventas,5984,8209,1,,197,1,85,268,44,19,7,82.532,2.083
"2,73E+19",Meta Ads,6/8/22,6/8/22, TFCO - DPA,44312,47561,,,972,1,550,80,11,3,,,1.633
"2,73E+19",Meta Ads,6/8/22,6/8/22, Mensajes - Whatsapp,1986,2119,,5,68,,1,11,3,3,,,487
"2,73E+19",Meta Ads,6/8/22,6/8/22, CONV - Smart,2672,2896,,,114,,30,65,2,,,,349
"2,73E+19",Meta Ads,7/8/22,7/8/22, TFCO,50272,54390,,,1795,,708,121,1,1,,,1.937
"2,73E+19",Meta Ads,7/8/22,7/8/22, DPA - ventas,5898,8025,,,171,2,63,148,34,15,6,58.156,1.922
"2,73E+19",Meta Ads,7/8/22,7/8/22, TFCO - DPA,43800,46787,2,,1141,2,638,72,,,,,1.506
"2,73E+19",Meta Ads,7/8/22,7/8/22, CONV - Smart,2713,2936,,,138,,26,71,4,,,,320
"2,73E+19",Meta Ads,7/8/22,7/8/22, Mensajes - Whatsapp,0,0,,,0,,,4,,,,,0
"2,73E+19",Meta Ads,8/8/22,8/8/22, DPA - ventas,6392,8571,1,,208,10,76,171,21,6,3,38.203,1.861
"2,73E+19",Meta Ads,8/8/22,8/8/22, TFCO,45376,46609,2,,1646,4,634,64,,,,,1.766
"2,73E+19",Meta Ads,8/8/22,8/8/22, TFCO - DPA,39984,43002,4,,948,1,522,64,1,,,,1.351
"2,73E+19",Meta Ads,8/8/22,8/8/22, Mensajes - Whatsapp,2864,3135,1,5,128,,,22,,,,,912
"2,73E+19",Meta Ads,8/8/22,8/8/22, CONV - Smart,2852,3069,,,138,,33,57,2,1,1,7.317,312
"2,73E+19",Meta Ads,9/8/22,9/8/22, DPA - ventas,5856,7899,,,207,1,83,141,19,5,4,32.228,1.797
"2,73E+19",Meta Ads,9/8/22,9/8/22, TFCO,38096,38750,,,1404,,516,63,,,,,1.639
"2,73E+19",Meta Ads,9/8/22,9/8/22, TFCO - DPA,31920,34377,2,,853,,473,53,1,,1,23.120,1.226
"2,73E+19",Meta Ads,9/8/22,9/8/22, Mensajes - Whatsapp,4075,4449,,6,128,,,19,,,,,808
"2,73E+19",Meta Ads,9/8/22,9/8/22, CONV - Smart,3426,3602,,,138,,32,68,4,3,2,10.370,299
"2,73E+19",Meta Ads,10/8/22,10/8/22, DPA - ventas,4988,7205,,,192,3,74,176,42,11,4,24.106,1.765
"2,73E+19",Meta Ads,10/8/22,10/8/22, TFCO,34984,36832,,,1302,,483,69,,,,,1.620
"2,73E+19",Meta Ads,10/8/22,10/8/22, TFCO - DPA,27713,30476,,,782,,451,40,4,,,,1.214
"2,73E+19",Meta Ads,10/8/22,10/8/22, Mensajes - Whatsapp,3041,3279,,7,100,1,4,26,,,,,813
"2,73E+19",Meta Ads,10/8/22,10/8/22, CONV - Smart,2815,2973,,,144,1,30,82,7,1,,,295
"2,73E+19",Meta Ads,11/8/22,11/8/22, DPA - ventas,5052,7190,,,165,2,66,125,18,10,2,20.353,1.749
"2,73E+19",Meta Ads,11/8/22,11/8/22, TFCO,32720,34299,,,1083,,386,46,,,,,1.573
"2,73E+19",Meta Ads,11/8/22,11/8/22, TFCO - DPA,26128,27297,1,,663,1,339,39,,,,,1.185
"2,73E+19",Meta Ads,11/8/22,11/8/22, Mensajes - Whatsapp,1924,2150,2,3,104,,1,6,,,,,922
"2,73E+19",Meta Ads,11/8/22,11/8/22, CONV - Smart,2800,2951,,,131,,30,75,6,,,,292
"2,73E+19",Meta Ads,12/8/22,12/8/22, DPA - ventas,5048,7128,,,156,,56,85,9,4,,,1.733
"2,73E+19",Meta Ads,12/8/22,12/8/22, TFCO,28784,30475,,,991,,371,50,,,,,1.548
"2,73E+19",Meta Ads,12/8/22,12/8/22, TFCO - DPA,24624,25454,1,,630,1,316,40,1,,,,1.166
"2,73E+19",Meta Ads,12/8/22,12/8/22, Mensajes - Whatsapp,1637,1815,,8,64,,2,5,,,,,822
"2,73E+19",Meta Ads,12/8/22,12/8/22, CONV - Smart,2162,2311,,,113,1,33,57,,1,,,291
"2,73E+19",Meta Ads,13/8/22,13/8/22, DPA - ventas,4718,6677,,,158,3,67,139,22,7,2,9.555,1.768
"2,73E+19",Meta Ads,13/8/22,13/8/22, TFCO,32648,33773,,,1213,,455,77,,,,,1.570
"2,73E+19",Meta Ads,13/8/22,13/8/22, TFCO - DPA,27288,28886,2,,628,1,339,20,3,,,,1.172
"2,73E+19",Meta Ads,13/8/22,13/8/22, Mensajes - Whatsapp,1468,1592,,7,63,,1,17,,,,,719
"2,73E+19",Meta Ads,13/8/22,13/8/22, CONV - Smart,2575,2716,,,108,1,23,63,4,1,,,290
"2,73E+19",Meta Ads,14/8/22,14/8/22, DPA - ventas,5572,7880,1,,182,2,78,171,10,6,1,4.750,1.938
"2,73E+19",Meta Ads,14/8/22,14/8/22, TFCO,37888,39481,,,1349,2,512,48,2,1,,,1.735
"2,73E+19",Meta Ads,14/8/22,14/8/22, TFCO - DPA,29264,30741,1,,838,,440,34,1,1,,,1.301
"2,73E+19",Meta Ads,14/8/22,14/8/22, CONV - Smart,2955,3180,,,115,,22,70,,,,,324
"2,73E+19",Meta Ads,15/8/22,15/8/22, DPA - ventas,6942,9610,,,209,2,86,157,15,5,3,16.813,1.873
"2,73E+19",Meta Ads,15/8/22,15/8/22, TFCO,45071,45958,,,1512,2,556,92,2,1,,,1.690
"2,73E+19",Meta Ads,15/8/22,15/8/22, TFCO - DPA,27210,29293,,,879,1,489,48,1,,,,1.263
"2,73E+19",Meta Ads,15/8/22,15/8/22, Mensajes - Whatsapp,3008,3302,,12,97,,3,16,,,,,861
"2,73E+19",Meta Ads,15/8/22,15/8/22, CONV - Smart,3355,3584,,,153,2,45,95,2,1,,,313
"2,73E+19",Meta Ads,16/8/22,16/8/22, DPA - ventas,7024,9653,1,,216,8,77,195,30,7,4,27.272,1.819
"2,73E+19",Meta Ads,16/8/22,16/8/22, TFCO,44423,45679,,,1437,,515,69,2,,,,1.635
"2,73E+19",Meta Ads,16/8/22,16/8/22, TFCO - DPA,27600,29362,1,,834,,476,59,,,,,1.221
"2,73E+19",Meta Ads,16/8/22,16/8/22, Mensajes - Whatsapp,7816,8405,,13,201,,3,24,,,,,833
"2,73E+19",Meta Ads,16/8/22,16/8/22, CONV - Smart,3362,3635,,,152,,39,84,,,,,300
"2,73E+19",Meta Ads,17/8/22,17/8/22, DPA - ventas,6399,8871,3,,202,4,79,141,11,4,3,22.678,1.790
"2,73E+19",Meta Ads,17/8/22,17/8/22, TFCO,39235,40170,,,1151,,430,67,4,1,,,1.578
"2,73E+19",Meta Ads,17/8/22,17/8/22, TFCO - DPA,24532,25930,,,780,,452,66,,,,,1.183
"2,73E+19",Meta Ads,17/8/22,17/8/22, Mensajes - Whatsapp,12104,12843,,11,328,,6,54,9,2,1,3.710,864
"2,73E+19",Meta Ads,17/8/22,17/8/22, CONV - Smart,2827,3083,,,115,,24,60,,,,,295
"2,73E+19",Meta Ads,18/8/22,18/8/22, DPA - ventas,6242,8567,,,200,1,64,170,23,3,1,21.450,1.722
"2,73E+19",Meta Ads,18/8/22,18/8/22, TFCO,35840,36490,1,,1136,,443,58,,,,,1.536
"2,73E+19",Meta Ads,18/8/22,18/8/22, TFCO - DPA,27504,29052,2,,781,2,472,30,,,,,1.165
"2,73E+19",Meta Ads,18/8/22,18/8/22, Mensajes - Whatsapp,3810,4110,,9,135,1,3,29,2,2,1,4.069,787
"2,73E+19",Meta Ads,18/8/22,18/8/22, CONV - Smart,2820,3088,,,96,5,17,73,11,,,,293
"2,73E+19",Meta Ads,19/8/22,19/8/22, DPA - ventas,5908,7733,,,173,4,65,141,43,10,6,117.029,1.708
"2,73E+19",Meta Ads,19/8/22,19/8/22, TFCO,33296,34189,,,965,,381,80,,,,,1.495
"2,73E+19",Meta Ads,19/8/22,19/8/22, TFCO - DPA,26275,28045,1,,661,1,361,20,,,,,1.124
"2,73E+19",Meta Ads,19/8/22,19/8/22, Mensajes - Whatsapp,3827,4055,,4,92,,3,14,,,,,796
"2,73E+19",Meta Ads,19/8/22,19/8/22, CONV - Smart,3206,3502,,,138,,35,101,6,1,1,5.985,321
"2,73E+19",Meta Ads,20/8/22,20/8/22, DPA - ventas,5988,7746,,,178,3,69,123,19,5,2,15.626,1.750
"2,73E+19",Meta Ads,20/8/22,20/8/22, TFCO,35104,36534,,,1032,,389,51,,,,,1.531
"2,73E+19",Meta Ads,20/8/22,20/8/22, TFCO - DPA,28808,29127,2,,659,2,393,55,,,,,1.142
"2,73E+19",Meta Ads,20/8/22,20/8/22, Mensajes - Whatsapp,2674,2764,,4,68,,2,4,,,,,497
"2,73E+19",Meta Ads,20/8/22,20/8/22, CONV - Smart,3582,3851,,,182,1,53,123,6,,,,373
"2,73E+19",Meta Ads,21/8/22,21/8/22, DPA - ventas,7036,9072,,,180,8,73,172,9,2,1,7.565,1.930
"2,73E+19",Meta Ads,21/8/22,21/8/22, TFCO,42648,44182,,,1272,,500,65,2,,,,1.729
"2,73E+19",Meta Ads,21/8/22,21/8/22, TFCO - DPA,33432,35816,1,,753,,455,31,,,,,1.297
"2,73E+19",Meta Ads,21/8/22,21/8/22, CONV - Smart,4757,5198,,,184,,34,78,,,,,430
"2,73E+19",Meta Ads,22/8/22,22/8/22, DPA - ventas,7676,9800,1,,242,5,72,161,21,5,2,18.583,1.883
"2,73E+19",Meta Ads,22/8/22,22/8/22, TFCO,43833,44770,,,1132,,429,31,,,,,1.701
"2,73E+19",Meta Ads,22/8/22,22/8/22, TFCO - DPA,34385,35014,,,896,,565,37,,,,,1.276
"2,73E+19",Meta Ads,22/8/22,22/8/22, Mensajes - Whatsapp,5741,6213,1,16,177,,5,37,6,1,,,871
"2,73E+19",Meta Ads,22/8/22,22/8/22, CONV - Smart,4983,5356,,,221,,52,108,1,1,1,3.996,419
"2,73E+19",Meta Ads,23/8/22,23/8/22, DPA - ventas,6934,9232,,,230,3,78,118,6,,,,1.802
"2,73E+19",Meta Ads,23/8/22,23/8/22, TFCO,38952,41058,1,,1113,,434,46,,,,,1.623
"2,73E+19",Meta Ads,23/8/22,23/8/22, TFCO - DPA,33400,34360,1,,855,1,542,36,1,1,,,1.207
"2,73E+19",Meta Ads,23/8/22,23/8/22, Mensajes - Whatsapp,7624,8186,1,7,179,,1,18,,1,,,846
"2,73E+19",Meta Ads,23/8/22,23/8/22, CONV - Smart,4563,4884,,,191,1,50,120,1,,,,401
"2,73E+19",Meta Ads,24/8/22,24/8/22, DPA - ventas,6084,8296,,,212,20,82,153,32,15,4,16.271,1.752
"2,73E+19",Meta Ads,24/8/22,24/8/22, TFCO,37392,38058,1,,993,,373,41,,,,,1.561
"2,73E+19",Meta Ads,24/8/22,24/8/22, TFCO - DPA,32480,33927,1,,882,1,586,40,1,,,,1.171
"2,73E+19",Meta Ads,24/8/22,24/8/22, Mensajes - Whatsapp,4709,5024,,7,119,,2,16,1,,,,859
"2,73E+19",Meta Ads,24/8/22,24/8/22, CONV - Smart,4058,4403,,,201,,59,137,3,1,,,393
"2,73E+19",Meta Ads,25/8/22,25/8/22, DPA - ventas,7064,9294,,,203,2,67,146,19,5,1,7.820,1.731
"2,73E+19",Meta Ads,25/8/22,25/8/22, TFCO,34520,36243,,,1027,,394,69,,,,,1.536
"2,73E+19",Meta Ads,25/8/22,25/8/22, TFCO - DPA,31761,32650,1,,898,,595,32,1,1,,,1.162
"2,73E+19",Meta Ads,25/8/22,25/8/22, Mensajes - Whatsapp,3480,3715,,13,96,,4,16,,,,,793
"2,73E+19",Meta Ads,25/8/22,25/8/22, CONV - Smart,3894,4186,,,191,1,43,100,3,1,1,10.780,390
"2,73E+19",Meta Ads,26/8/22,26/8/22, DPA - ventas,7270,8904,,,196,,73,124,11,5,1,1.380,1.719
"2,73E+19",Meta Ads,26/8/22,26/8/22, TFCO,31721,32741,,,1041,,406,32,4,1,,,1.512
"2,73E+19",Meta Ads,26/8/22,26/8/22, TFCO - DPA,31696,32680,,,927,1,605,35,,,,,1.111
"2,73E+19",Meta Ads,26/8/22,26/8/22, Mensajes - Whatsapp,4263,4483,,9,131,,1,24,1,,,,800
"2,73E+19",Meta Ads,26/8/22,26/8/22, CONV - Smart,3859,4116,,,212,,64,130,7,3,1,1.952,379
"2,73E+19",Meta Ads,27/8/22,27/8/22, DPA - ventas,6512,8518,,,206,3,77,133,14,4,2,9.800,1.783
"2,73E+19",Meta Ads,27/8/22,27/8/22, TFCO,36296,37231,,,1103,4,439,68,1,,,,1.539
"2,73E+19",Meta Ads,27/8/22,27/8/22, TFCO - DPA,31680,32803,,,864,,554,43,,,,,1.176
"2,73E+19",Meta Ads,27/8/22,27/8/22, Mensajes - Whatsapp,2281,2372,,3,40,,1,5,,,,,422
"2,73E+19",Meta Ads,27/8/22,27/8/22, CONV - Smart,3962,4226,1,,165,1,49,100,2,,,,388
"2,73E+19",Meta Ads,28/8/22,28/8/22, DPA - ventas,6064,7695,,,215,13,92,198,12,8,,,1.659
"2,73E+19",Meta Ads,28/8/22,28/8/22, TFCO,39904,41210,1,,1230,,492,63,2,1,,,1.517
"2,73E+19",Meta Ads,28/8/22,28/8/22, TFCO - DPA,26184,27109,,,775,,484,41,,,,,1.016
"2,73E+19",Meta Ads,28/8/22,28/8/22, CONV - Smart,4295,4590,,,200,,52,99,6,2,1,9.990,423
"2,73E+19",Meta Ads,28/8/22,28/8/22, Mensajes - Whatsapp,0,0,,,0,,,5,1,,,,0
"2,73E+19",Meta Ads,29/8/22,29/8/22, DPA - ventas,6884,8919,,,198,4,71,197,36,14,5,54.922,1.656
"2,73E+19",Meta Ads,29/8/22,29/8/22, TFCO,36536,38327,1,,1048,1,412,46,,,,,1.472
"2,73E+19",Meta Ads,29/8/22,29/8/22, TFCO - DPA,21043,21539,,,780,,469,46,,,,,1.048
"2,73E+19",Meta Ads,29/8/22,29/8/22, Mensajes - Whatsapp,2635,2854,,6,74,,2,13,,,,,851
"2,73E+19",Meta Ads,29/8/22,29/8/22, CONV - Smart,4387,4686,,,188,1,59,139,6,1,1,16.201,416
"2,73E+19",Meta Ads,30/8/22,30/8/22, DPA - ventas,5800,7558,,,202,11,84,146,13,5,2,12.413,1.588
"2,73E+19",Meta Ads,30/8/22,30/8/22, TFCO,31791,33624,,,978,6,378,48,1,,,,1.390
"2,73E+19",Meta Ads,30/8/22,30/8/22, TFCO - DPA,17192,17550,,,697,3,425,61,,,,,992
"2,73E+19",Meta Ads,30/8/22,30/8/22, Mensajes - Whatsapp,2984,3263,1,8,123,,1,15,1,,,,948
"2,73E+19",Meta Ads,30/8/22,30/8/22, CONV - Smart,4173,4429,,,166,,47,138,10,7,1,3.950,401
"2,73E+19",Meta Ads,31/8/22,31/8/22, DPA - ventas,4969,6867,,,145,1,62,125,24,7,3,22.060,1.548
"2,73E+19",Meta Ads,31/8/22,31/8/22, TFCO,26649,28055,,,841,,327,71,,,,,1.384
"2,73E+19",Meta Ads,31/8/22,31/8/22, TFCO - DPA,15984,16798,,,653,8,385,94,2,,,,982
"2,73E+19",Meta Ads,31/8/22,31/8/22, Mensajes - Whatsapp,3695,4044,,7,104,,2,8,2,1,,,862
"2,73E+19",Meta Ads,31/8/22,31/8/22, CONV - Smart,4228,4527,,,173,,39,90,4,1,,,393
"2,73E+19",Meta Ads,1/9/22,1/9/22, DPA - ventas,5731,7753,,,191,8,83,165,21,11,5,29.056,1.570
"2,73E+19",Meta Ads,1/9/22,1/9/22, TFCO,39888,42586,1,,1102,,491,72,,,,,1.382
"2,73E+19",Meta Ads,1/9/22,1/9/22, TFCO - DPA,20032,20710,1,,687,,408,61,1,,,,911
"2,73E+19",Meta Ads,1/9/22,1/9/22, Mensajes - Whatsapp,5868,6532,,17,147,,4,10,,,,,848
"2,73E+19",Meta Ads,1/9/22,1/9/22, CONV - Smart,6018,6264,,,249,,65,102,3,2,2,22.820,387
"2,73E+19",Meta Ads,2/9/22,2/9/22, DPA - ventas,5722,7949,,,195,10,76,147,29,9,2,25.420,1.420
"2,73E+19",Meta Ads,2/9/22,2/9/22, TFCO,38016,41290,,,903,,400,41,,,,,1.065
"2,73E+19",Meta Ads,2/9/22,2/9/22, TFCO - DPA,18104,18896,,,571,,336,41,,,,,739
"2,73E+19",Meta Ads,2/9/22,2/9/22, Mensajes - Whatsapp,5454,5914,1,7,141,,1,19,,,,,713
"2,73E+19",Meta Ads,2/9/22,2/9/22, CONV - Smart,6578,7067,,,232,,64,133,8,4,1,7.400,377
"2,73E+19",Meta Ads,3/9/22,3/9/22, DPA - ventas,4973,6701,,,136,,49,59,4,6,2,12.920,1.275
"2,73E+19",Meta Ads,3/9/22,3/9/22, TFCO,28320,29189,,,703,,326,36,1,,,,929
"2,73E+19",Meta Ads,3/9/22,3/9/22, TFCO - DPA,15152,16154,1,,660,,389,80,,,,,777
"2,73E+19",Meta Ads,3/9/22,3/9/22, Mensajes - Whatsapp,1948,2096,,3,47,,3,13,1,,,,421
"2,73E+19",Meta Ads,3/9/22,3/9/22, CONV - Smart,5394,5719,,,194,,61,130,4,,,,401
"2,73E+19",Meta Ads,4/9/22,4/9/22, DPA - ventas,6548,8528,1,,184,2,67,144,10,3,2,28.663,1.475
"2,73E+19",Meta Ads,4/9/22,4/9/22, TFCO,33736,35960,1,,890,,402,39,,,,,1.069
"2,73E+19",Meta Ads,4/9/22,4/9/22, TFCO - DPA,17072,18025,,,660,1,420,86,3,2,,,852
"2,73E+19",Meta Ads,4/9/22,4/9/22, CONV - Smart,5760,6170,,,206,,53,130,9,3,1,5.257,422
"2,73E+19",Meta Ads,4/9/22,4/9/22, Mensajes - Whatsapp,4,4,,1,1,,,,,,,,0
"2,73E+19",Meta Ads,5/9/22,5/9/22, DPA - ventas,6080,8147,,,173,2,73,149,39,14,7,58.486,1.447
"2,73E+19",Meta Ads,5/9/22,5/9/22, TFCO,34456,35544,,,868,,391,45,,,,,1.047
